date,sector,observed_rate,predictive_mean_rate,predictive_q05_rate,predictive_q95_rate
2000-01-31,Basic Materials,0.006520450503852994,0.004209839952578531,0.0005927682276229994,0.01007705986959099
2000-01-31,Capital Goods,0.0017730496453900709,0.005218676122931431,0.001182033096926714,0.011229314420803783
2000-01-31,Consumer,0.0011299435028248588,0.003567231638418068,0.0005649717514124294,0.007909604519774011
2000-01-31,Energy,0.003950617283950617,0.00616592592592592,0.0014814814814814814,0.013358024691358003
2000-01-31,Finance,0.007964161274265804,0.006965654554504741,0.001991040318566451,0.015455450472872053
2000-01-31,Healthcare,0.0004597701149425287,0.0029002298850574785,0.0004597701149425287,0.0073563218390804595
2000-01-31,Technology,0.0022281639928698753,0.0036185383244206736,0.0008689839572192526,0.00893493761140818
2000-01-31,Utilities,0.002477291494632535,0.0027126341866226277,0.00041288191577208916,0.005800990916597834
2000-02-29,Basic Materials,0.003121098626716604,0.0043258426966291934,0.0006242197253433209,0.010611735330836454
2000-02-29,Capital Goods,0.004286589099816289,0.005047152480097987,0.001224739742804654,0.01224739742804654
2000-02-29,Consumer,0.0045045045045045045,0.003467467467467464,0.0005005005005005005,0.0075075075075075074
2000-02-29,Energy,0.004591836734693878,0.0063826530612244884,0.0010204081632653062,0.01479591836734694
2000-02-29,Finance,0.004223369310183012,0.007292351008915994,0.0014077897700610043,0.01642421398404505
2000-02-29,Healthcare,0.003009027081243731,0.0030601805416248687,0.0005015045135406219,0.00802407221664995
2000-02-29,Technology,0.003605227579990987,0.0035078864353312294,0.0008787742226228043,0.009013068949977467
2000-02-29,Utilities,0.0033333333333333335,0.0025749999999999996,0.0004166666666666667,0.005833333333333334
2000-03-31,Basic Materials,0.004996876951905059,0.0038163647720175055,0.0006246096189881324,0.010618363522798251
2000-03-31,Capital Goods,0.005169442848937392,0.004954623779437111,0.0005743825387708214,0.011487650775416428
2000-03-31,Consumer,0.0011376564277588168,0.0030329920364050083,0.0005688282138794084,0.00739476678043231
2000-03-31,Energy,0.010912698412698412,0.006185515873015897,0.001488095238095238,0.01540178571428569
2000-03-31,Finance,0.004524886877828055,0.00688888888888887,0.0015082956259426848,0.015082956259426848
2000-03-31,Healthcare,0.0035587188612099642,0.0026761565836298917,0.0,0.007562277580071174
2000-03-31,Technology,0.0026954177897574125,0.0033495058400718853,0.0004492362982929021,0.008535489667565139
2000-03-31,Utilities,0.0013374944271065537,0.002280873829692381,0.00044583147570218456,0.00490414623272403
2000-04-30,Basic Materials,0.0037854889589905363,0.004169085173501575,0.0006309148264984228,0.010094637223974764
2000-04-30,Capital Goods,0.004664723032069971,0.004650728862973763,0.0005830903790087463,0.011661807580174927
2000-04-30,Consumer,0.0015313935681470138,0.0032179683511995875,0.0005104645227156713,0.0071465033180193975
2000-04-30,Energy,0.004087889626980072,0.00597853857945836,0.0015329586101175269,0.014333163004598852
2000-04-30,Finance,0.003896736483195324,0.006998538723818825,0.0014612761811982464,0.01607403799318071
2000-04-30,Healthcare,0.002240143369175627,0.0026854838709677435,0.00044802867383512545,0.006742831541218618
2000-04-30,Technology,0.004178272980501393,0.0033073351903435406,0.00046425255338904364,0.008356545961002786
2000-04-30,Utilities,0.005422503389064619,0.0024663352914595592,0.00045187528242205153,0.005422503389064619
2000-05-31,Basic Materials,0.0017678255745433118,0.003879787860931046,0.0005892751915144372,0.009428403064230996
2000-05-31,Capital Goods,0.005128205128205128,0.004680341880341867,0.0011396011396011395,0.010826210826210826
2000-05-31,Consumer,0.0025303643724696357,0.003203441295546554,0.0005060728744939271,0.00708502024291498
2000-05-31,Energy,0.001996007984031936,0.005860279441117755,0.000998003992015968,0.014970059880239521
2000-05-31,Finance,0.00583373845405931,0.006544482255712195,0.0014584346135148275,0.015556635877491492
2000-05-31,Healthcare,0.0031305903398926656,0.002802325581395351,0.0004472271914132379,0.006708407871198569
2000-05-31,Technology,0.0018256503879507074,0.003333637608397998,0.00045641259698767686,0.008694659972615223
2000-05-31,Utilities,0.0022331397945511387,0.0023966056275122765,0.00044662795891022776,0.004935238945957997
2000-06-30,Basic Materials,0.0005924170616113745,0.0036765402843601915,0.0005924170616113745,0.008886255924170616
2000-06-30,Capital Goods,0.006399069226294357,0.004717859220477012,0.0011634671320535194,0.011052937754508435
2000-06-30,Consumer,0.004817987152034261,0.0030503211991434642,0.0005353319057815846,0.006959314775160599
